Date,Open,High,Low,Close,Volume
2024-05-30 00:00:00-04:00,424.29998779296875,424.29998779296875,414.239990234375,414.6700134277344,28424800
2024-05-29 00:00:00-04:00,425.69000244140625,430.94000244140625,425.69000244140625,429.1700134277344,15517100
2024-05-28 00:00:00-04:00,429.6300048828125,430.82000732421875,426.6000061035156,430.32000732421875,15718000
2024-05-24 00:00:00-04:00,427.19000244140625,431.05999755859375,424.4100036621094,430.1600036621094,11845800
2024-05-23 00:00:00-04:00,432.9700012207031,433.6000061035156,425.4200134277344,427.0,17211700
2024-05-22 00:00:00-04:00,430.0899963378906,432.4100036621094,427.1300048828125,430.5199890136719,18073700
2024-05-21 00:00:00-04:00,426.8299865722656,432.9700012207031,424.8500061035156,429.0400085449219,21453300
2024-05-20 00:00:00-04:00,420.2099914550781,426.7699890136719,419.989990234375,425.3399963378906,16272100
2024-05-17 00:00:00-04:00,422.5400085449219,422.9200134277344,418.0299987792969,420.2099914550781,15352200
2024-05-16 00:00:00-04:00,421.79998779296875,425.4200134277344,420.3500061035156,420.989990234375,17530100
2024-05-15 00:00:00-04:00,417.8999938964844,423.80999755859375,417.2699890136719,423.0799865722656,22239500
2024-05-14 00:00:00-04:00,411.2781631216723,416.73831581889846,410.8090081198034,415.80999755859375,15109300
2024-05-13 00:00:00-04:00,417.2573820335048,417.5967662074119,410.08032520369875,412.97509765625,15440200
2024-05-10 00:00:00-04:00,412.1965086797442,414.6321179246016,411.05854661467066,413.9932556152344,13402300
2024-05-09 00:00:00-04:00,409.8307875446534,411.97691043744567,408.363433019907,411.57763671875,14689700
2024-05-08 00:00:00-04:00,407.4351142805277,411.48780192255407,405.97772103822234,409.80084228515625,11792300
2024-05-07 00:00:00-04:00,413.91342570011614,413.92341744357753,408.35344694069664,408.6029968261719,20018200
2024-05-06 00:00:00-04:00,408.024048156178,413.1847226485525,405.63833666603693,412.7954406738281,16996600
2024-05-03 00:00:00-04:00,401.55570709720826,406.4169339510819,401.13644988960164,405.9278259277344,17446700
2024-05-02 00:00:00-04:00,396.94401914412265,399.20992105581087,393.9394288835304,397.1236877441406,17709400
2024-05-01 00:00:00-04:00,391.9030904630616,400.9967037344784,389.6072438016868,394.2289123535156,23562500
2024-04-30 00:00:00-04:00,400.76710737423014,401.4359144425664,388.4693126899027,388.6289978027344,28781400
2024-04-29 00:00:00-04:00,404.52035539531056,405.5884361925186,398.4712687423875,401.5257568359375,19582100
2024-04-26 00:00:00-04:00,411.4279132786848,412.25640548421114,405.02945064216703,405.58843994140625,29694700
2024-04-25 00:00:00-04:00,393.32054400787314,399.1700088625431,387.3313470651067,398.321533203125,40586500
2024-04-24 00:00:00-04:00,408.82258607970806,411.72735028943725,406.0475926794115,408.323486328125,15065300
2024-04-23 00:00:00-04:00,403.51216021293357,407.4650522060062,402.33429210205253,406.836181640625,15734500
2024-04-22 00:00:00-04:00,399.3596471827562,402.1246793258712,395.03745670124425,400.2380676269531,20286900
2024-04-19 00:00:00-04:00,403.3025611287424,404.7499626546947,397.05382222619716,398.4013977050781,30276500
2024-04-18 00:00:00-04:00,409.8906791285515,411.1484202882313,403.2227135588384,403.5421142578125,21029900
2024-04-17 00:00:00-04:00,416.4987431987719,418.1258132649175,409.5911892249672,411.0984802246094,15855500
2024-04-16 00:00:00-04:00,413.82359584797024,417.64668673101346,412.9851118792706,413.83355712890625,16765600
2024-04-15 00:00:00-04:00,425.83192090891185,426.05152602160274,412.6856198397847,412.895263671875,20273500
2024-04-12 00:00:00-04:00,423.2865037830765,424.41447414004546,419.01421095997443,421.140380859375,19232100
2024-04-11 00:00:00-04:00,425.05332900537667,428.5969251337308,421.59953671611606,427.1595153808594,17966400
2024-04-10 00:00:00-04:00,421.42984404208823,423.2665274434743,418.9443370663881,422.4979248046875,16216600
2024-04-09 00:00:00-04:00,425.67219726498683,426.9698444300806,420.8608683634131,425.5124816894531,12512300
2024-04-08 00:00:00-04:00,424.4045037871678,426.51069015461326,422.53784509411093,423.8255310058594,14272400
2024-04-05 00:00:00-04:00,419.2537866204478,425.74208344592967,417.566827008812,424.75384521484375,16544300
2024-04-04 00:00:00-04:00,424.22480854865796,427.8982059710221,416.8181850943987,417.12762451171875,19370900
2024-04-03 00:00:00-04:00,418.9742883034954,422.49793133009877,418.3354259995997,419.6929931640625,16502300
2024-04-02 00:00:00-04:00,419.35359094171736,421.61952337638894,417.08768896967797,420.68121337890625,17912000
2024-04-01 00:00:00-04:00,423.1866936886994,427.11960218803887,421.4597975729568,423.8055725097656,16316000
2024-03-28 00:00:00-04:00,420.2020520278936,421.11041722632854,418.3653686076167,419.9624938964844,21871200
2024-03-27 00:00:00-04:00,423.6757938251776,423.685785568116,418.25557790739515,420.67120361328125,16705000
2024-03-26 00:00:00-04:00,424.8436695491897,425.2229902287253,420.5913604440622,420.89080810546875,16725600
2024-03-25 00:00:00-04:00,424.47435253515715,426.64045888894213,420.8508834172079,422.0986328125,18060500
2024-03-22 00:00:00-04:00,428.9263415582329,429.0860266726897,425.30287246353544,427.9680480957031,17636500
2024-03-21 00:00:00-04:00,429.0560870786449,430.04432531987857,426.3909114143456,428.596923828125,21296200
2024-03-20 00:00:00-04:00,421.24019062236323,425.1930521280505,419.9026069427274,424.4643859863281,17860100
2024-03-19 00:00:00-04:00,417.0777041899726,420.9108172655698,414.8018104365677,420.6512756347656,19837900
2024-03-18 00:00:00-04:00,413.50415417343885,419.97249807672483,413.03499917711457,416.5686340332031,20106000
2024-03-15 00:00:00-04:00,418.5350853170581,421.8391232916164,412.04678843633377,415.6702575683594,45049800
2024-03-14 00:00:00-04:00,419.4833620962516,427.049731617204,417.2374131464856,424.45440673828125,34157300
2024-03-13 00:00:00-04:00,417.34722920248595,417.4270717612545,410.70920842660473,414.3526306152344,17115900
2024-03-12 00:00:00-04:00,406.8860757637264,414.82177398251156,406.05758358137246,414.53228759765625,22457000
2024-03-11 00:00:00-04:00,403.0330455779823,404.94957158606104,400.5375467926275,403.7916564941406,16120800
2024-03-08 00:00:00-05:00,407.22547438886056,409.6810671817932,403.6020051972745,405.4886169433594,17971700
2024-03-07 00:00:00-05:00,405.38879918961857,409.04221322352737,401.515780034678,408.40338134765625,18718500
2024-03-06 00:00:00-05:00,402.2444482540863,404.43050756631806,397.67270800992077,401.36602783203125,22344100
2024-03-05 00:00:00-05:00,413.2146520985426,413.5041384800025,399.918658051461,401.9250183105469,26919200
2024-03-04 00:00:00-05:00,412.69562732176615,416.59859124551787,411.5776486918427,414.1729736328125,17596000
2024-03-01 00:00:00-05:00,410.52949723992697,415.12122103068015,410.1402152756455,414.75189208984375,17800300
2024-02-29 00:00:00-05:00,407.90426607674624,413.4542529655189,405.1891621664909,412.895263671875,31947300
2024-02-28 00:00:00-05:00,407.4450641188284,408.56304268349,404.59022817425557,406.98590087890625,13183100
2024-02-27 00:00:00-05:00,407.2553989143576,407.5848218041096,403.1228688791387,406.746337890625,14835800
2024-02-26 00:00:00-05:00,410.7191689845332,411.41792083871513,406.6265448299651,406.8062438964844,16193500
2024-02-23 00:00:00-05:00,414.9216169054419,415.11124679274457,408.23366779094334,409.6011962890625,16295900
2024-02-22 00:00:00-05:00,409.45145075243494,412.0866815623282,407.8343724545819,410.9088134765625,27009900
2024-02-21 00:00:00-05:00,399.4495112817143,401.56568936868905,396.50481054244585,401.45587158203125,18631100
2024-02-20 00:00:00-05:00,402.51396031989606,403.7617097063283,397.2933963831479,402.0647888183594,24307900
2024-02-16 00:00:00-05:00,407.2254609854372,407.55488388072,402.71361019542087,403.3324890136719,22281100
2024-02-15 00:00:00-05:00,407.40517526345513,408.39338306094857,403.56210093828946,405.8280029296875,21825500
2024-02-14 00:00:00-05:00,407.3352897899812,409.10209199271276,403.8415914326495,408.7527160644531,20401200
2024-02-13 00:00:00-05:00,403.4648051926135,408.57612145725096,401.9204640083129,404.83978271484375,27824900
2024-02-12 00:00:00-05:00,419.0279029061163,419.2072398708988,413.23907109377063,413.7472229003906,21202900
2024-02-09 00:00:00-05:00,413.7372340115969,419.28694966179944,413.57781324677364,419.0179138183594,22032800
2024-02-08 00:00:00-05:00,412.54160040751873,414.04610919560594,411.0271487258644,412.60137939453125,21225300
2024-02-07 00:00:00-05:00,405.9556904154185,412.7906847040161,405.9158276224208,412.5415954589844,22340500
2024-02-06 00:00:00-05:00,404.40138068710013,406.4837631511439,401.4421992052691,404.0127868652344,18382600
2024-02-05 00:00:00-05:00,408.40675877778557,409.6621784217713,402.51828481841176,404.1722412109375,25352300
2024-02-02 00:00:00-05:00,402.3389448297851,411.14673765410714,402.0898555630122,409.7219543457031,28245000
2024-02-01 00:00:00-05:00,400.36614308873123,406.51367951312756,400.3362535932585,402.3090515136719,30657700
2024-01-31 00:00:00-05:00,405.47745630268037,413.8070170468435,395.7629750712065,396.1316223144531,47871100
2024-01-30 00:00:00-05:00,410.7581450200405,411.5452451544988,404.96931330411513,407.10150146484375,33477600
2024-01-29 00:00:00-05:00,404.58071624855523,408.48644902162374,402.8570077124404,408.2273864746094,24510200
2024-01-26 00:00:00-05:00,402.8968956284636,404.69035656312957,400.9639605180638,402.45849609375,17803300
2024-01-25 00:00:00-05:00,402.8470963425051,405.5272992833548,401.0636086800412,403.39508056640625,21021200
2024-01-24 00:00:00-05:00,400.07720213833596,404.15229865872726,398.99117664666807,401.0934753417969,24867000
2024-01-23 00:00:00-05:00,394.3082893401539,397.92507017562633,392.49491227231,397.4468078613281,20525900
2024-01-22 00:00:00-05:00,398.56271361122066,399.16053388862764,392.15614544026846,395.0655212402344,27016900
2024-01-19 00:00:00-05:00,394.3182791958077,397.2176818847656,392.0665025135837,397.2176818847656,29272000
2024-01-18 00:00:00-05:00,390.2929581989216,392.55467760171996,388.69878094646725,392.43511962890625,23392100
2024-01-17 00:00:00-05:00,386.56658531663214,388.68880010570706,383.4081203662038,388.0511474609375,22234100
2024-01-16 00:00:00-05:00,392.2259009146194,392.594548140202,386.2078961109172,388.8482360839844,27202300
2024-01-12 00:00:00-05:00,384.085654728996,387.26403602898694,383.24871848789536,387.0548095703125,21645700
2024-01-11 00:00:00-05:00,384.59379448149394,389.2567378528005,378.9942731159846,383.2287902832031,27850800
2024-01-10 00:00:00-05:00,374.99887074193686,382.7704734099731,374.94906505562454,381.37554931640625,25514200
2024-01-09 00:00:00-05:00,370.6547921135484,374.6202736719342,369.837772043359,374.4210205078125,20830000
2024-01-08 00:00:00-05:00,367.9546333036372,373.8331640144909,367.66571166203346,373.32501220703125,23134000
2024-01-05 00:00:00-05:00,367.6258656674228,370.70460533424654,365.1648625128128,366.4103088378906,20987000
2024-01-04 00:00:00-05:00,369.3196442790212,371.74078437158255,365.83239495172,366.5995788574219,20901500
2024-01-03 00:00:00-05:00,367.66570447390245,371.90022170287017,367.16752597637685,369.2499084472656,23083500
2024-01-02 00:00:00-05:00,372.49801864009765,374.53059546234755,365.43385105996384,369.5189208984375,25258600
2023-12-29 00:00:00-05:00,374.630211671261,375.7859893773128,372.11940311381113,374.6700744628906,18723000
2023-12-28 00:00:00-05:00,374.00251027524166,375.08853572177384,372.79692685755396,373.912841796875,14327000
2023-12-27 00:00:00-05:00,372.3286548604165,373.6936591040817,371.45185582338706,372.707275390625,14905400
2023-12-26 00:00:00-05:00,373.63389324582124,375.5668283527253,372.13935767283795,373.2951354980469,12673100
2023-12-22 00:00:00-05:00,372.31867784435855,373.81321334990565,371.3522103345153,373.21539306640625,17091100
2023-12-21 00:00:00-05:00,371.2027888580256,373.0460555252189,368.6919799791967,372.1792297363281,17708000
2023-12-20 00:00:00-05:00,373.63388506840477,374.66013158980314,369.1801679421332,369.26983642578125,26316700
2023-12-19 00:00:00-05:00,370.13666661831326,371.9002380371094,368.49268358555383,371.9002380371094,20603700
2023-12-18 00:00:00-05:00,368.10409536790144,371.6411504549793,367.3368810395729,371.29241943359375,21802900
2023-12-15 00:00:00-05:00,365.5135853947542,371.0433547919304,364.9456545856767,369.37945556640625,78478200
2023-12-14 00:00:00-05:00,371.95004363783136,372.3984164677515,362.80349332125195,364.596923828125,43277500
2023-12-13 00:00:00-05:00,374.6501475165293,376.26427139499,369.4192732759839,373.00616455078125,30955500
2023-12-12 00:00:00-05:00,369.49900475535793,373.0560065931844,369.11041092479064,373.0161437988281,24838300
2023-12-11 00:00:00-05:00,367.1376231450513,370.2462519916534,364.7662887179531,369.94732666015625,27708800
2023-12-08 00:00:00-05:00,367.8550246152953,373.0958418736685,366.8885570878822,372.86669921875,20144800
2023-12-07 00:00:00-05:00,366.8885406185708,370.09681130104286,364.9854951435689,369.5986328125,23118900
2023-12-06 00:00:00-05:00,372.1792042977991,372.81685696990326,366.68926746818966,367.4564514160156,21182100
2023-12-05 00:00:00-05:00,365.1150388834657,371.7208603257401,364.2880455366595,371.16290283203125,23065000
2023-12-04 00:00:00-05:00,367.7553947723997,368.17384770756126,361.57796887403487,367.7952575683594,32063300
2023-12-01 00:00:00-05:00,375.3874635939189,376.7823572775006,369.95730591814527,373.1456604003906,33020400
2023-11-30 00:00:00-05:00,377.1111492517042,378.70532652474884,374.1021620735543,377.5296325683594,30554400
2023-11-29 00:00:00-05:00,382.3619650621747,382.8999759397324,376.0649816397189,377.4698486328125,28963400
2023-11-28 00:00:00-05:00,376.9716880104573,381.6047421141129,376.78237774243144,381.30584716796875,20453100
2023-11-27 00:00:00-05:00,375.40739294148256,379.25334681069427,374.82951925460765,377.230712890625,22179200
2023-11-24 00:00:00-05:00,375.9553509004722,376.59303393732955,373.7733571751277,376.05499267578125,10176600
2023-11-22 00:00:00-05:00,376.62295821575435,378.4064458173944,373.60399762409054,376.4735107421875,23345300
2023-11-21 00:00:00-05:00,374.30144121976065,374.8494253979045,369.76799870281724,371.7109069824219,28423100
2023-11-20 00:00:00-05:00,369.8676604556097,377.4897857066415,369.6484606912348,376.06500244140625,52465100
2023-11-17 00:00:00-05:00,372.2489368000008,373.00617787573196,365.6630314017086,368.5026550292969,40157000
2023-11-16 00:00:00-05:00,369.6086098764684,374.97898907452816,368.83145257874895,374.7996520996094,27182300
2023-11-15 00:00:00-05:00,369.927423387365,371.77068990690424,365.77260134501347,368.32330322265625,26860100
2023-11-14 00:00:00-05:00,368.90965949460224,369.8443404235678,365.27037573082794,368.173828125,27683900
2023-11-13 00:00:00-05:00,366.13547744132455,366.38406217071696,363.828603869807,364.60418701171875,19986500
2023-11-10 00:00:00-05:00,359.44352549012945,368.0047983943206,359.0259201844492,367.5772399902344,28042100
2023-11-09 00:00:00-05:00,360.2489422231975,362.72486651861186,358.3199224854812,358.6480712890625,24847300
2023-11-08 00:00:00-05:00,359.6324454851609,361.8100498580061,358.50883779978824,361.14385986328125,26767800
2023-11-07 00:00:00-05:00,357.36540582438533,360.4080805264429,355.60543684019626,358.489013671875,25833900
2023-11-06 00:00:00-05:00,351.4490769063558,355.515919141065,351.34963695289224,354.5116271972656,23828300
2023-11-03 00:00:00-04:00,347.6506972115027,352.38375985098565,345.36369964809603,350.802734375,23624000
2023-11-02 00:00:00-04:00,345.2742110672306,346.85520619050095,342.81819290458253,346.3481140136719,24348100
2023-11-01 00:00:00-04:00,337.8663933201395,345.45320330849177,337.7271713209932,344.11083984375,28158800
2023-10-31 00:00:00-04:00,336.9317237137937,337.08086847158836,332.79527047701254,336.1958923339844,20265300
2023-10-30 00:00:00-04:00,331.52250585752313,337.52832075875403,329.9514335466468,335.4004211425781,22828100
2023-10-27 00:00:00-04:00,328.55938685804716,334.81378687215005,326.54088015758913,327.9429016113281,29856500
2023-10-26 00:00:00-04:00,338.6121634531295,339.6959891677825,325.08914890525233,326.0337829589844,37828500
2023-10-25 00:00:00-04:00,343.0667742206415,344.24011710900174,335.70867290431823,338.7414245605469,55053800
2023-10-24 00:00:00-04:00,329.42444345434967,329.9613949210749,325.7454079766875,328.6588134765625,31153600
2023-10-23 00:00:00-04:00,323.6274777051941,330.84638771149935,322.55360506247155,327.4556884765625,24374700
2023-10-20 00:00:00-04:00,329.8421086501994,330.04098857266473,323.607614529035,324.8207092285156,25012600
2023-10-19 00:00:00-04:00,330.26962378336657,334.97285719493374,329.0366533912921,329.4443359375,25052100
2023-10-18 00:00:00-04:00,330.6077117179908,333.69016819577126,326.44142954429395,328.2411804199219,23153600
2023-10-17 00:00:00-04:00,327.7241271710099,331.57221353900786,325.55647583192865,330.1801452636719,18338500
2023-10-16 00:00:00-04:00,329.17584109091655,334.23705218623945,328.7284068466541,330.7568664550781,22158000
2023-10-13 00:00:00-04:00,330.4983336358068,331.94010668209955,324.5123946674425,325.8746643066406,21072400
2023-10-12 00:00:00-04:00,328.6985915393673,331.7412659058811,326.85905865044316,329.2852478027344,19313100
2023-10-11 00:00:00-04:00,329.3349750681917,330.9358764594612,327.27671662915185,330.53814697265625,20063200
2023-10-10 00:00:00-04:00,329.0863725699347,329.2255945724444,325.81501964871524,326.53094482421875,20557100
2023-10-09 00:00:00-04:00,322.9115450349395,328.43011357428543,321.35042574077585,327.9528503417969,19891200
2023-10-06 00:00:00-04:00,314.75795747616866,327.3264153710813,314.5093727584194,325.4073486328125,25645500
2023-10-05 00:00:00-04:00,317.2835719121836,318.16854803162107,313.1172898093677,317.5520324707031,16965600
2023-10-04 00:00:00-04:00,312.25224389299933,318.2282303988432,312.22241493975946,317.1543273925781,20720100
2023-10-03 00:00:00-04:00,319.01372857216177,319.57058626053885,309.44819343011324,311.6158752441406,21033500
2023-10-02 00:00:00-04:00,314.4894712531489,320.0677276437433,313.3956925153057,319.97821044921875,20570000
2023-09-29 00:00:00-04:00,315.9511716092095,317.6614356559457,313.19686390121814,313.9624938964844,24140300
2023-09-28 00:00:00-04:00,309.2294490385824,313.6940513952431,307.69818895986367,311.8644714355469,19683600
2023-09-27 00:00:00-04:00,310.5320099220711,312.5206876169798,307.9368000957257,311.0192565917969,19410100
2023-09-26 00:00:00-04:00,313.3459880795952,314.0917421728847,308.264901078014,310.3729248046875,26297600
2023-09-25 00:00:00-04:00,314.7977365490338,315.8716395126455,313.2167414004852,315.74237060546875,17836000
2023-09-22 00:00:00-04:00,319.50099141565653,319.6302603313813,314.36024580958957,315.21539306640625,21447900
2023-09-21 00:00:00-04:00,317.4526087893206,323.508128321504,313.21671587383014,317.7210693359375,35529500
2023-09-20 00:00:00-04:00,327.6445821260139,327.724115876944,318.6955330782124,318.95404052734375,21436500
2023-09-19 00:00:00-04:00,324.3235182842558,327.5252906170438,322.6729121405388,326.7894592285156,16505900
2023-09-18 00:00:00-04:00,325.9442668780258,328.5295539886038,324.51241648893074,327.1971435546875,16834200
2023-09-15 00:00:00-04:00,335.01266856676136,335.48993180814597,327.78380549354137,328.3505859375,37666900
2023-09-14 00:00:00-04:00,337.2299965070563,338.9303073512284,334.66461576575824,336.7825622558594,20267000
2023-09-13 00:00:00-04:00,329.43442191477396,334.9430679738971,329.29523024664826,334.15753173828125,16544400
2023-09-12 00:00:00-04:00,333.9188751603195,334.88338504495124,329.6034482538183,329.89178466796875,17565500
2023-09-11 00:00:00-04:00,335.3308366273242,336.5041795763435,333.53108566897896,336.0268859863281,16583300
2023-09-08 00:00:00-04:00,328.22129555095245,334.25693943614147,327.59485724281154,332.37762451171875,19530100
2023-09-07 00:00:00-04:00,329.41455097015114,331.1943957976897,327.1673352892395,328.0423583984375,18381000
2023-09-06 00:00:00-04:00,331.4926833300099,332.56655591251996,328.31078694252125,330.9955139160156,17535800
2023-09-05 00:00:00-04:00,327.13748299826364,332.95437136370003,326.7994114292479,331.6617126464844,18553900
2023-09-01 00:00:00-04:00,329.43436906175856,330.1105121294696,324.93001573494934,326.79937744140625,14931200
2023-08-31 00:00:00-04:00,327.33636086660795,329.0366717999692,324.930047502972,325.9045104980469,26411000
2023-08-30 00:00:00-04:00,326.8093646125694,327.942895127231,324.60193114210887,326.9286804199219,15222100
2023-08-29 00:00:00-04:00,320.0577805613344,327.11759217122443,320.0577805613344,326.5508117675781,19284600
2023-08-28 00:00:00-04:00,323.8163882937044,324.30360461198194,319.89869086049947,321.86749267578125,14808500
2023-08-25 00:00:00-04:00,319.65011939877434,323.5180818436896,316.99522125048435,321.1515808105469,21684100
2023-08-24 00:00:00-04:00,330.9656889680839,331.094957872456,318.1486467547752,318.1585998535156,23281400
2023-08-23 00:00:00-04:00,321.9868134530176,327.33636131725456,321.62883568797776,325.1488037109375,21166400
2023-08-22 00:00:00-04:00,323.65728950976444,324.233992680061,319.6401521357377,320.6344909667969,16102000
2023-08-21 00:00:00-04:00,316.130149619007,320.9427461078609,315.24520380411485,320.05780029296875,24040000
2023-08-18 00:00:00-04:00,312.70962997049367,316.5776228448809,309.7862711860715,314.6883850097656,24744800
2023-08-17 00:00:00-04:00,318.72537380990354,320.04783108858084,314.4198697268764,315.0860900878906,21257200
2023-08-16 00:00:00-04:00,318.98391113684244,322.58344349137104,317.9895722238912,318.586181640625,20698900
2023-08-15 00:00:00-04:00,320.49289076743185,322.5666646622428,318.40918480227714,319.3617248535156,16966300
2023-08-14 00:00:00-04:00,318.8954164086812,321.54467516947295,317.59555664385664,321.52484130859375,18836100
2023-08-11 00:00:00-04:00,317.77416253876555,319.9074682562629,316.73229443438186,318.5183410644531,24342600
2023-08-10 00:00:00-04:00,323.48944338684026,325.7120772456307,318.6870147809276,320.4234313964844,20113700
2023-08-09 00:00:00-04:00,323.9359615318431,324.57097814598797,318.55801790865024,319.7288818359375,22373300
2023-08-08 00:00:00-04:00,324.42213579200774,326.19825033325515,320.49288169624765,323.5191955566406,22327600
2023-08-07 00:00:00-04:00,325.821244757104,328.5399676674228,324.97783625201276,327.5477294921875,17741500
2023-08-04 00:00:00-04:00,329.30392987024766,332.53863521989587,324.6999313288908,325.2357482910156,23727700
2023-08-03 00:00:00-04:00,323.46960046225735,327.3194888954934,323.42000067262666,324.1244812011719,18253700
2023-08-02 00:00:00-04:00,331.0404016843165,331.0404016843165,323.82681132776816,324.9579772949219,27761300
2023-08-01 00:00:00-04:00,332.58827190681035,335.9122754055134,331.1098469132265,333.7293395996094,18311900
2023-07-31 00:00:00-04:00,334.30486012921585,335.0788046039323,330.77246478127375,333.3126220703125,25446000
2023-07-28 00:00:00-04:00,331.08009054235373,337.3708762801067,330.5839715067514,335.74359130859375,28484900
2023-07-27 00:00:00-04:00,337.83723813474353,338.68061629254856,326.49593367380226,328.1529846191406,39635300
2023-07-26 00:00:00-04:00,338.78975072041686,341.99469041423646,330.52439108714054,335.1482238769531,58383700
2023-07-25 00:00:00-04:00,344.4157202621445,349.15864700765405,342.39157652886945,348.2557067871094,41637700
2023-07-24 00:00:00-04:00,343.16555119520524,344.2272532241725,339.65301986047905,342.4312744140625,26678100
2023-07-21 00:00:00-04:00,346.43989945805436,347.5809671276518,337.1922338220986,341.1016540527344,69368900
2023-07-20 00:00:00-04:00,350.82565055068665,355.1914923618607,342.68928559477183,344.1776428222656,33778400
2023-07-19 00:00:00-04:00,358.942124353721,359.64660490979213,349.7043902793337,352.3238830566406,39732900
2023-07-18 00:00:00-04:00,343.14567063393406,363.9330698407655,339.5141060272023,356.69964599609375,64872700
2023-07-17 00:00:00-04:00,342.9968481996452,344.2966776467267,339.5438791014392,343.0464782714844,20363900
